cat,label,review
书籍,1,减肥，很平常的一件事情，有人说是女人一生的事业。我都26了几乎20岁以后的日子每年都在减肥，储存了一冬天的脂肪到了春天就开始一年的减肥工作，可是真正成功的只有去年减了10斤还很辛苦的感觉。正当的方法加持之以恒的坚持不但是减肥也是做成功任何事情的必要条件。如果是正确该去做的事情就比如减肥不应该是一生每年都在重复做的事情，要做就做一次，有一个信念任何奇迹都会发生。
蒙牛,0,我就说嘛，那些个牛奶都能喝死人的玩意！！上次我说蒙牛就他娘的垃圾，那个 很愤怒，但做不了什么，很遗憾，但改变不了什么，我不爱国。
水果,1,卖家包装做的不错，苹果木有损伤，吃起来是甜甜的，大小合适。
计算机,0,天哪，系统难装啊！键盘板那地方我原以为是白色的，收到后才知是银色的，觉得白色的配起来更加好看！
酒店,0,还是房价贵了点，如果房价在200就可以了。
酒店,0,要不是离机场近，房间还干净，这种服务态度这辈子都不想再住
书籍,1,二十四史，整整63本，中华书局。这些惹人的字眼，怎能不心动啊，象极了小时候买一套连环画的过程：先到书店选好了版本和价格，然后一次次去翻，最后经过多次的比较和选择，最后再寻找机会向父母提出要求。跟老婆要求后，立刻从股票收益里面拿出部分，多买点，这些东西可以留给儿子的，也可以影响他的成长。搬到家后，立刻吧书橱里面的旧书挪到床底，把这些煌煌巨著放在显眼的地方，好一个“喜新厌旧”。
洗发水,1,从大学开始，十年一直都在用沙宣。在京东保障品质的同时，更多的寄托着象牙塔里的情愫！
平板,1,买了快一个月了，虽然没怎么用（毕竟不是手机），平板用起来还是不错的很流畅，4g运存+麒麟950，950的cpu部分还是很强悍的，和骁龙820差不多，系统我没有升级到emui5.0，听说5.0现在还有些小bug而且更费电一些，先用一段时间再升级。
洗发水,0,全是小瓶的，图片误导消费者，只怪没看文字
衣服,1,版型不错，裤子也很合身，没色差。很喜欢。值得购买。赞！
衣服,1,两件一起买的，都是厚款，码数。    用的布料不同，颜色差异也很大，两件的线头差异很大，一件很多线头，一件基本看不到    不多说看图
平板,1,速度可以内存够用
洗发水,0,虽然包装好，赠品到位显得很正规。但作为一个一直在用沙宣的老客户来说，这个绝对不是正品。洗完后发质毛糙，打沫少，味道和浓稠度完全和正品不一样，看来还是不能贪图便宜。
酒店,1,酒店的服务是不错的，但是硬件不够五星标准，什么都要再收费。晚上的自助餐很值，酒店去市中心的巴士也很方面。如果在住上不想花太多的钱，可以考虑！
水果,1,不错，一直都在京东自营买，快递超棒
洗发水,0,便宜没好货，都是假的！再也不来了！洗后隔天就痒
书籍,0,帮朋友买的，自己大致翻阅了一下，自己更喜欢曲黎敏老师写的，不过朋友很喜欢。这本书最大的好处就是有一套人体穴位图
酒店,1,"酒店处于石老人海水浴场附近，非常优美。好像是2005年开张的，所以还比较新。早餐和自助晚餐都很丰富，火锅是一大惊喜，酱料很齐全，有麻酱，两种辣酱，蒜末等等。不过价钱稍微贵了一些。健身房有点失修，泳池和水疗中心因住客是免费的，非常令人享受。行政套房有宽带台式电脑，浴缸也很漂亮，房里的设备比较精致。Cable只有Star Movies,没有我最爱的HBO和AXN，有点可惜。服务非常好，随要随送。"
蒙牛,1,原本喜欢伊利牛奶，不过喝完蒙牛香蕉牛奶心情豁然开朗。从现在开始，微笑吧，世上除了生死，都是小事。蒙牛
水果,0,第三次买购买，质量是一次不如一次，第一次每个都很好，第二次里面就有三个不好的，这次基本都是普通苹果，根本不是花牛苹果。再也不来了，真的很失望。
书籍,0,就是一些浅显的道理，不过女人多了解一点也没坏处。看一下前言后记就可以了。
手机,0,感觉屏幕小点，屏边上的一圈地方没有充分利用啊。再有彩屏机子耗电量是个问题，用2天就要充电了，没有双电双充盯不住用的
平板,0,开始下单时说是22号到货，可是直到23号下午才送到，垃圾产品，假货，我要的是32G的，收到后发现只有26G，再联系商家怎么都联系不上了，发信息不回，太垃圾了！差评！差评！差评！
衣服,1,质量不错 大小正合适 发货很快 物流很给力
衣服,0,差评，我就说一句，你们的快递是骑自行车来的吗？！别打电话，打就拉黑。
衣服,1,买完之后，发现好贵，在超市19块钱一件，牌子一样款式一样。
平板,0,性能勉强！画质不清晰 充电超级慢，耗电超级快。软件有强退现。买之前一定要选好发票 ，总的来说一般一下。 你们的包裹一万一个吗？寄过来的时候就一个箱子，简单封了一下口。连填充物都没有。下次不敢再京东买了，一次就够了 。
书籍,0,"误人子弟!我本想买来赠人的,随便翻了几页,不看不知道,一看想扔掉!"
计算机,0,1、驱动不好装。 2、快递公司超烂。 3、货没到手就降价了，客服说货物出仓就不能保价了，货到付款的拿到货时可以申请保价（一点都不合理，JD不支持所有地方货到付款，吃亏）
酒店,1,作为4星酒店装修虽较陈旧但还可以。客房各等设备齐全。交通以的士为主。到火车站7元，关城10元，还算方便。餐厅服务态度不错，我们回来晚了，餐厅就要下班了，但仍给我们炒了拨鱼子。仅14元的生意，等了我们半天。对前台的服务就不敢恭维，非常不喜欢使用信用卡的旅客。要求我交现金，并告知使用信用卡授权无法取消。被逼无奈，我拿出钱夹给她看，里面只有130多元。这位前台登记人员竞要求我给她100元现金，就没想想我要出去吃个宵夜，打个车咋办？在我的一再坚持下，才使用了信用卡授权。其实在使用授权，及后来的取消授权和结账都非常快捷，没有丝毫的麻烦。但就不明白她为什么不让我用信用卡。就为这点事情足足耽误了好几分钟。还一再让我们在预定房价的基础上加10元可以什么随便打电话，难道我们来嘉峪关旅游就是为了在酒店里煲电话粥吗？我没同意，我告诉他我希望按预定的价格，她说那就没房了，但我说如果你不给我安排，我会去携程投诉。一听这话房子又有了。
酒店,1,总体感觉不错，性价比挺高的，旁边有个银座，银座下面还有个超市
洗发水,1,非常不错！618物流速度也非常快！快递小哥辛苦了，货也非常好。赞一个！
洗发水,0,不论产品的真假，这种气味就值一星*庭装一样的气味，难闻死了
书籍,0,于丹《论语》心得(易中天作序强力推荐)首先我觉得易中天并非真想给于丹的这部书作序，从那篇文章中丝毫感觉不出他对这部书有什么赞叹，仅仅是不好推脱才写的吧，毕竟是同一节目起家的。其次是本书的内容表面上是写论语心得，而内容仅仅是拿论语做引子，讲一些无关痛痒的话，还有不怎么符合主题的小故事穿插其中。有点挂羊头卖狗肉的嫌疑。在做节目的时候于丹发挥的不错，这是她的教授生涯必备的本领吧，能旁征博引，把论语发挥的足够吸引人，但是真正拿到这本书去推敲的话，实在经不起琢磨，大家可以细细品味一下，反正好多的故事我在网上看过，主题意旨大体知道吧，可是于丹同志的论语心得似乎与主题相差甚远。但是有一点是肯定的，她让论语平民化，让更多的人去关注它，这一点与百家讲坛的宗旨是一致的。既然是“心得”，无可厚非，我也不是说非要把论语一句一句的翻译，搞成晦涩的专业论文，这样跟百姓是没法沟通的，所以论语心得浅显易懂，还是贴近大众的，最大的成就可能就在这里吧。教授有时是会忽悠人的，大家批判的接受吧。
水果,1,一直购买洛川苹果，这次看到介绍，潘老板为家乡作广告，为家乡人民致富不遗余力，捧场支持潘老板，一下子购买了三箱，果然苹果很好，个大完整，甜，脆，多汁，苹果是我家的至爱，吃完还回购。
酒店,0,从没住过服务这么差的洲际酒店，3/10入住，在前台CHECK IN时被告知携程上的免费洗衣取消了，让再次确认后很久才说还有保留（感觉就会有问题，后面结帐时果然发生），饮料券也是提醒后才肯给。楼层里一股装修的油漆味（10楼），房间非常小，感觉不超过30个平方，到晚上11点后还没送来迎宾水果（感觉这家洲际是所有环节能省就省）。第二天晚洗澡到一半就听到水管一阵抖动，接下来放出的都是铁锈水， 急找毛巾擦干，居然浴室里没有浴巾了，2条都没了。只好用擦手巾擦干，打电话，等了15分钟才有工人上来检查（期间催过无数次），解决办法是继续放水，放了5分钟，说可以洗了，也没见任何酒店管理人员上来表示任何道歉。结帐时同事对账单表示异议 - 收了应该免费的洗衣费，对账单还未签字，前台就把他的卡给刷了，然后本该免费的上网费又要收费，跟大堂副理交涉的结果是让我自己跟携程联系，我用手机接通携程，把手机给副理，她在那打了5分钟电话，才同意退款。（同事那里没迎宾水果）。我把昨晚浴室的事情跟副理反映，答应说尽快答复。目前尚未收到回复。来沈阳前，对北方的服务是了解的，所以在网上订了洲际酒店，原本期望国际品牌连锁酒店，也对住过的其他洲际比较满意，没想到在这家洲际会有这样的遭遇。对这家洲际酒店十分失望，会告诫其他去沈阳的同事们，千万不要住那里！我对以上陈述负责，我的PRIORITY # 271 153 317
